label	frame	needle	row	line
pi	4	$0.000 (sub) 0.0%/272k	25	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pipy	5	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	5	Hello!	16	 Reply exactly: Hello!
pipy	5	Working...	19	 ⠧ Working...
pipy	5	$0.000 (sub) 0.0%/272k	25	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	5	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	5	Hello!	16	 Reply exactly: Hello!
pi	5	Working...	19	 ⠧ Working...
pi	5	$0.000 (sub) 0.0%/272k	25	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pipy	6	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	6	Hello!	16	 Reply exactly: Hello!
pipy	6	Working...	19	 ⠇ Working...
pipy	6	$0.000 (sub) 0.0%/272k	25	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	6	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	6	Hello!	16	 Reply exactly: Hello!
pi	6	Working...	19	 ⠏ Working...
pi	6	$0.000 (sub) 0.0%/272k	25	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pipy	7	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	7	Hello!	16	 Reply exactly: Hello!
pipy	7	Working...	19	 ⠋ Working...
pipy	7	$0.000 (sub) 0.0%/272k	25	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	7	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	7	Hello!	16	 Reply exactly: Hello!
pi	7	Working...	19	 ⠋ Working...
pi	7	$0.000 (sub) 0.0%/272k	25	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pipy	8	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	8	Hello!	16	 Reply exactly: Hello!
pipy	8	Working...	19	 ⠙ Working...
pipy	8	$0.000 (sub) 0.0%/272k	25	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	8	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	8	Hello!	16	 Reply exactly: Hello!
pi	8	Hello!	19	 Hello!
pi	8	Working...	21	 ⠹ Working...
pi	8	$0.000 (sub) 0.0%/272k	27	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pipy	9	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	9	Hello!	16	 Reply exactly: Hello!
pipy	9	Working...	19	 ⠸ Working...
pipy	9	$0.000 (sub) 0.0%/272k	25	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	9	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	9	Hello!	16	 Reply exactly: Hello!
pi	9	Hello!	19	 Hello!
pipy	10	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	10	Hello!	16	 Reply exactly: Hello!
pipy	10	Working...	19	 ⠼ Working...
pipy	10	$0.000 (sub) 0.0%/272k	25	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	10	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	10	Hello!	16	 Reply exactly: Hello!
pi	10	Hello!	19	 Hello!
pipy	11	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	11	Hello!	16	 Reply exactly: Hello!
pipy	11	Working...	19	 ⠦ Working...
pipy	11	$0.000 (sub) 0.0%/272k	25	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	11	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	11	Hello!	16	 Reply exactly: Hello!
pi	11	Hello!	19	 Hello!
pipy	12	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	12	Hello!	16	 Reply exactly: Hello!
pipy	12	Working...	19	 ⠧ Working...
pipy	12	$0.000 (sub) 0.0%/272k	25	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	12	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	12	Hello!	16	 Reply exactly: Hello!
pi	12	Hello!	19	 Hello!
pipy	13	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	13	Hello!	16	 Reply exactly: Hello!
pipy	13	Hello!	19	 Hello!
pipy	13	$0.000 (sub) 0.0%/272k	25	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	13	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	13	Hello!	16	 Reply exactly: Hello!
pi	13	Hello!	19	 Hello!
pipy	14	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	14	Hello!	16	 Reply exactly: Hello!
pipy	14	Hello!	19	 Hello!
pipy	14	$0.000 (sub) 0.0%/272k	25	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	14	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	14	Hello!	16	 Reply exactly: Hello!
pi	14	Hello!	19	 Hello!
pipy	15	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	15	Hello!	16	 Reply exactly: Hello!
pipy	15	Hello!	19	 Hello!
pi	15	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	15	Hello!	16	 Reply exactly: Hello!
pi	15	Hello!	19	 Hello!
pipy	16	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	16	Hello!	16	 Reply exactly: Hello!
pipy	16	Hello!	19	 Hello!
pi	16	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	16	Hello!	16	 Reply exactly: Hello!
pi	16	Hello!	19	 Hello!
pipy	17	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	17	Hello!	16	 Reply exactly: Hello!
pipy	17	Hello!	19	 Hello!
pi	17	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	17	Hello!	16	 Reply exactly: Hello!
pi	17	Hello!	19	 Hello!
pipy	18	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	18	Hello!	16	 Reply exactly: Hello!
pipy	18	Hello!	19	 Hello!
pi	18	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	18	Hello!	16	 Reply exactly: Hello!
pi	18	Hello!	19	 Hello!
pipy	19	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	19	Hello!	16	 Reply exactly: Hello!
pipy	19	Hello!	19	 Hello!
pi	19	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	19	Hello!	16	 Reply exactly: Hello!
pi	19	Hello!	19	 Hello!
pipy	20	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	20	Hello!	16	 Reply exactly: Hello!
pipy	20	Hello!	19	 Hello!
pi	20	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	20	Hello!	16	 Reply exactly: Hello!
pi	20	Hello!	19	 Hello!
pipy	21	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	21	Hello!	16	 Reply exactly: Hello!
pipy	21	Hello!	19	 Hello!
pi	21	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	21	Hello!	16	 Reply exactly: Hello!
pi	21	Hello!	19	 Hello!
pipy	22	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	22	Hello!	16	 Reply exactly: Hello!
pipy	22	Hello!	19	 Hello!
pi	22	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	22	Hello!	16	 Reply exactly: Hello!
pi	22	Hello!	19	 Hello!
pipy	23	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	23	Hello!	16	 Reply exactly: Hello!
pipy	23	Hello!	19	 Hello!
pi	23	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	23	Hello!	16	 Reply exactly: Hello!
pi	23	Hello!	19	 Hello!
pipy	24	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	24	Hello!	16	 Reply exactly: Hello!
pipy	24	Hello!	19	 Hello!
pi	24	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	24	Hello!	16	 Reply exactly: Hello!
pi	24	Hello!	19	 Hello!
pipy	25	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	25	Hello!	16	 Reply exactly: Hello!
pipy	25	Hello!	19	 Hello!
pi	25	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	25	Hello!	16	 Reply exactly: Hello!
pi	25	Hello!	19	 Hello!
pipy	26	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	26	Hello!	16	 Reply exactly: Hello!
pipy	26	Hello!	19	 Hello!
pi	26	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	26	Hello!	16	 Reply exactly: Hello!
pi	26	Hello!	19	 Hello!
pipy	27	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	27	Hello!	16	 Reply exactly: Hello!
pipy	27	Hello!	19	 Hello!
pi	27	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	27	Hello!	16	 Reply exactly: Hello!
pi	27	Hello!	19	 Hello!
pipy	28	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	28	Hello!	16	 Reply exactly: Hello!
pipy	28	Hello!	19	 Hello!
pi	28	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	28	Hello!	16	 Reply exactly: Hello!
pi	28	Hello!	19	 Hello!
pipy	29	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	29	Hello!	16	 Reply exactly: Hello!
pipy	29	Hello!	19	 Hello!
pi	29	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	29	Hello!	16	 Reply exactly: Hello!
pi	29	Hello!	19	 Hello!
pipy	30	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	30	Hello!	16	 Reply exactly: Hello!
pipy	30	Hello!	19	 Hello!
pi	30	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	30	Hello!	16	 Reply exactly: Hello!
pi	30	Hello!	19	 Hello!
pipy	31	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	31	Hello!	16	 Reply exactly: Hello!
pipy	31	Hello!	19	 Hello!
pi	31	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	31	Hello!	16	 Reply exactly: Hello!
pi	31	Hello!	19	 Hello!
pipy	32	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	32	Hello!	16	 Reply exactly: Hello!
pipy	32	Hello!	19	 Hello!
pi	32	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	32	Hello!	16	 Reply exactly: Hello!
pi	32	Hello!	19	 Hello!
pipy	33	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	33	Hello!	16	 Reply exactly: Hello!
pipy	33	Hello!	19	 Hello!
pi	33	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	33	Hello!	16	 Reply exactly: Hello!
pi	33	Hello!	19	 Hello!
pipy	34	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	34	Hello!	16	 Reply exactly: Hello!
pipy	34	Hello!	19	 Hello!
pi	34	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	34	Hello!	16	 Reply exactly: Hello!
pi	34	Hello!	19	 Hello!
pipy	35	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	35	Hello!	16	 Reply exactly: Hello!
pipy	35	Hello!	19	 Hello!
pi	35	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	35	Hello!	16	 Reply exactly: Hello!
pi	35	Hello!	19	 Hello!
pipy	36	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	36	Hello!	16	 Reply exactly: Hello!
pipy	36	Hello!	19	 Hello!
pi	36	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	36	Hello!	16	 Reply exactly: Hello!
pi	36	Hello!	19	 Hello!
pipy	37	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	37	Hello!	16	 Reply exactly: Hello!
pipy	37	Hello!	19	 Hello!
pi	37	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	37	Hello!	16	 Reply exactly: Hello!
pi	37	Hello!	19	 Hello!
pipy	38	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	38	Hello!	16	 Reply exactly: Hello!
pipy	38	Hello!	19	 Hello!
pi	38	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	38	Hello!	16	 Reply exactly: Hello!
pi	38	Hello!	19	 Hello!
pipy	39	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	39	Hello!	16	 Reply exactly: Hello!
pipy	39	Hello!	19	 Hello!
pi	39	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	39	Hello!	16	 Reply exactly: Hello!
pi	39	Hello!	19	 Hello!
pipy	40	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	40	Hello!	16	 Reply exactly: Hello!
pipy	40	Hello!	19	 Hello!
pi	40	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	40	Hello!	16	 Reply exactly: Hello!
pi	40	Hello!	19	 Hello!
pipy	41	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	41	Hello!	16	 Reply exactly: Hello!
pipy	41	Hello!	19	 Hello!
pi	41	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	41	Hello!	16	 Reply exactly: Hello!
pi	41	Hello!	19	 Hello!
pipy	42	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	42	Hello!	16	 Reply exactly: Hello!
pipy	42	Hello!	19	 Hello!
pi	42	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	42	Hello!	16	 Reply exactly: Hello!
pi	42	Hello!	19	 Hello!
pipy	43	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	43	Hello!	16	 Reply exactly: Hello!
pipy	43	Hello!	19	 Hello!
pi	43	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	43	Hello!	16	 Reply exactly: Hello!
pi	43	Hello!	19	 Hello!
pipy	44	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	44	Hello!	16	 Reply exactly: Hello!
pipy	44	Hello!	19	 Hello!
pi	44	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	44	Hello!	16	 Reply exactly: Hello!
pi	44	Hello!	19	 Hello!
pipy	45	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	45	Hello!	16	 Reply exactly: Hello!
pipy	45	Hello!	19	 Hello!
pi	45	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	45	Hello!	16	 Reply exactly: Hello!
pi	45	Hello!	19	 Hello!
pipy	46	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	46	Hello!	16	 Reply exactly: Hello!
pipy	46	Hello!	19	 Hello!
pi	46	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	46	Hello!	16	 Reply exactly: Hello!
pi	46	Hello!	19	 Hello!
pipy	47	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	47	Hello!	16	 Reply exactly: Hello!
pipy	47	Hello!	19	 Hello!
pi	47	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	47	Hello!	16	 Reply exactly: Hello!
pi	47	Hello!	19	 Hello!
pipy	48	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	48	Hello!	16	 Reply exactly: Hello!
pipy	48	Hello!	19	 Hello!
pi	48	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	48	Hello!	16	 Reply exactly: Hello!
pi	48	Hello!	19	 Hello!
pipy	49	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	49	Hello!	16	 Reply exactly: Hello!
pipy	49	Hello!	19	 Hello!
pi	49	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	49	Hello!	16	 Reply exactly: Hello!
pi	49	Hello!	19	 Hello!
pipy	50	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	50	Hello!	16	 Reply exactly: Hello!
pipy	50	Hello!	19	 Hello!
pi	50	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	50	Hello!	16	 Reply exactly: Hello!
pi	50	Hello!	19	 Hello!
pipy	51	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	51	Hello!	16	 Reply exactly: Hello!
pipy	51	Hello!	19	 Hello!
pi	51	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	51	Hello!	16	 Reply exactly: Hello!
pi	51	Hello!	19	 Hello!
pipy	52	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	52	Hello!	16	 Reply exactly: Hello!
pipy	52	Hello!	19	 Hello!
pi	52	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	52	Hello!	16	 Reply exactly: Hello!
pi	52	Hello!	19	 Hello!
pipy	53	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	53	Hello!	16	 Reply exactly: Hello!
pipy	53	Hello!	19	 Hello!
pi	53	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	53	Hello!	16	 Reply exactly: Hello!
pi	53	Hello!	19	 Hello!
pipy	54	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	54	Hello!	16	 Reply exactly: Hello!
pipy	54	Hello!	19	 Hello!
pi	54	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	54	Hello!	16	 Reply exactly: Hello!
pi	54	Hello!	19	 Hello!
pipy	55	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	55	Hello!	16	 Reply exactly: Hello!
pipy	55	Hello!	19	 Hello!
pi	55	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	55	Hello!	16	 Reply exactly: Hello!
pi	55	Hello!	19	 Hello!
pipy	56	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	56	Hello!	16	 Reply exactly: Hello!
pipy	56	Hello!	19	 Hello!
pi	56	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	56	Hello!	16	 Reply exactly: Hello!
pi	56	Hello!	19	 Hello!
pipy	57	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	57	Hello!	16	 Reply exactly: Hello!
pipy	57	Hello!	19	 Hello!
pi	57	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	57	Hello!	16	 Reply exactly: Hello!
pi	57	Hello!	19	 Hello!
pipy	58	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	58	Hello!	16	 Reply exactly: Hello!
pipy	58	Hello!	19	 Hello!
pi	58	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	58	Hello!	16	 Reply exactly: Hello!
pi	58	Hello!	19	 Hello!
pipy	59	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	59	Hello!	16	 Reply exactly: Hello!
pipy	59	Hello!	19	 Hello!
pi	59	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	59	Hello!	16	 Reply exactly: Hello!
pi	59	Hello!	19	 Hello!
pipy	60	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	60	Hello!	16	 Reply exactly: Hello!
pipy	60	Hello!	19	 Hello!
pi	60	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	60	Hello!	16	 Reply exactly: Hello!
pi	60	Hello!	19	 Hello!
pipy	61	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	61	Hello!	16	 Reply exactly: Hello!
pipy	61	Hello!	19	 Hello!
pi	61	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	61	Hello!	16	 Reply exactly: Hello!
pi	61	Hello!	19	 Hello!
pipy	62	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	62	Hello!	16	 Reply exactly: Hello!
pipy	62	Hello!	19	 Hello!
pi	62	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	62	Hello!	16	 Reply exactly: Hello!
pi	62	Hello!	19	 Hello!
pipy	63	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	63	Hello!	16	 Reply exactly: Hello!
pipy	63	Hello!	19	 Hello!
pi	63	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	63	Hello!	16	 Reply exactly: Hello!
pi	63	Hello!	19	 Hello!
pipy	64	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	64	Hello!	16	 Reply exactly: Hello!
pipy	64	Hello!	19	 Hello!
pi	64	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	64	Hello!	16	 Reply exactly: Hello!
pi	64	Hello!	19	 Hello!
pipy	65	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	65	Hello!	16	 Reply exactly: Hello!
pipy	65	Hello!	19	 Hello!
pi	65	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	65	Hello!	16	 Reply exactly: Hello!
pi	65	Hello!	19	 Hello!
pipy	66	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	66	Hello!	16	 Reply exactly: Hello!
pipy	66	Hello!	19	 Hello!
pi	66	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	66	Hello!	16	 Reply exactly: Hello!
pi	66	Hello!	19	 Hello!
pipy	67	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	67	Hello!	16	 Reply exactly: Hello!
pipy	67	Hello!	19	 Hello!
pi	67	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	67	Hello!	16	 Reply exactly: Hello!
pi	67	Hello!	19	 Hello!
pipy	68	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	68	Hello!	16	 Reply exactly: Hello!
pipy	68	Hello!	19	 Hello!
pi	68	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	68	Hello!	16	 Reply exactly: Hello!
pi	68	Hello!	19	 Hello!
pipy	69	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	69	Hello!	16	 Reply exactly: Hello!
pipy	69	Hello!	19	 Hello!
pi	69	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	69	Hello!	16	 Reply exactly: Hello!
pi	69	Hello!	19	 Hello!
pipy	70	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	70	Hello!	16	 Reply exactly: Hello!
pipy	70	Hello!	19	 Hello!
pi	70	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	70	Hello!	16	 Reply exactly: Hello!
pi	70	Hello!	19	 Hello!
pipy	71	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	71	Hello!	16	 Reply exactly: Hello!
pipy	71	Hello!	19	 Hello!
pi	71	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	71	Hello!	16	 Reply exactly: Hello!
pi	71	Hello!	19	 Hello!
pipy	72	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	72	Hello!	16	 Reply exactly: Hello!
pipy	72	Hello!	19	 Hello!
pi	72	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	72	Hello!	16	 Reply exactly: Hello!
pi	72	Hello!	19	 Hello!
pipy	73	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	73	Hello!	16	 Reply exactly: Hello!
pipy	73	Hello!	19	 Hello!
pi	73	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	73	Hello!	16	 Reply exactly: Hello!
pi	73	Hello!	19	 Hello!
pipy	74	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	74	Hello!	16	 Reply exactly: Hello!
pipy	74	Hello!	19	 Hello!
pi	74	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	74	Hello!	16	 Reply exactly: Hello!
pi	74	Hello!	19	 Hello!
pipy	75	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	75	Hello!	16	 Reply exactly: Hello!
pipy	75	Hello!	19	 Hello!
pi	75	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	75	Hello!	16	 Reply exactly: Hello!
pi	75	Hello!	19	 Hello!
pipy	76	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	76	Hello!	16	 Reply exactly: Hello!
pipy	76	Hello!	19	 Hello!
pi	76	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	76	Hello!	16	 Reply exactly: Hello!
pi	76	Hello!	19	 Hello!
pipy	77	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	77	Hello!	16	 Reply exactly: Hello!
pipy	77	Hello!	19	 Hello!
pi	77	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	77	Hello!	16	 Reply exactly: Hello!
pi	77	Hello!	19	 Hello!
pipy	78	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	78	Hello!	16	 Reply exactly: Hello!
pipy	78	Hello!	19	 Hello!
pi	78	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	78	Hello!	16	 Reply exactly: Hello!
pi	78	Hello!	19	 Hello!
pipy	79	Reply exactly: Hello!	16	 Reply exactly: Hello!
pipy	79	Hello!	16	 Reply exactly: Hello!
pipy	79	Hello!	19	 Hello!
pi	79	Reply exactly: Hello!	16	 Reply exactly: Hello!
pi	79	Hello!	16	 Reply exactly: Hello!
pi	79	Hello!	19	 Hello!
pipy	80	Reply exactly: Hello!	16	 Reply exactly: Hello!
