label	frame	needle	row	line
pipy	15	$0.000 (sub) 0.0%/272k	29	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	15	pi v	1	 pi v0.75.5
pi	15	hello world	16	 hello world
pi	15	Hello	19	 Hello!
pipy	16	pipy v	1	 pipy v0.1.0
pipy	16	hello world	16	 hello world
pipy	16	Working...	19	 ⠸ Working...
pipy	16	$0.000 (sub) 0.0%/272k	29	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	16	pi v	1	 pi v0.75.5
pi	16	hello world	16	 hello world
pi	16	Hello	19	 Hello!
pipy	17	pipy v	1	 pipy v0.1.0
pipy	17	hello world	16	 hello world
pipy	17	Working...	19	 ⠴ Working...
pipy	17	$0.000 (sub) 0.0%/272k	29	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	17	pi v	1	 pi v0.75.5
pi	17	hello world	16	 hello world
pi	17	Hello	19	 Hello!
pipy	18	pipy v	1	 pipy v0.1.0
pipy	18	hello world	16	 hello world
pipy	18	Hello	19	 Hello
pipy	18	$0.000 (sub) 0.0%/272k	29	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	18	pi v	1	 pi v0.75.5
pi	18	hello world	16	 hello world
pi	18	Hello	19	 Hello!
pipy	19	pipy v	1	 pipy v0.1.0
pipy	19	hello world	16	 hello world
pipy	19	Hello	19	 Hello!
pipy	19	$0.000 (sub) 0.0%/272k	29	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	19	pi v	1	 pi v0.75.5
pi	19	hello world	16	 hello world
pi	19	Hello	19	 Hello!
pipy	20	pipy v	1	 pipy v0.1.0
pipy	20	hello world	16	 hello world
pipy	20	Hello	19	 Hello!
pipy	20	$0.000 (sub) 0.0%/272k	29	$0.000 (sub) 0.0%/272k (auto)                                          (openai-codex) gpt-5.5 • high
pi	20	pi v	1	 pi v0.75.5
pi	20	hello world	16	 hello world
pi	20	Hello	19	 Hello!
pipy	21	pipy v	1	 pipy v0.1.0
pipy	21	hello world	16	 hello world
pipy	21	Hello	19	 Hello!
pi	21	pi v	1	 pi v0.75.5
pi	21	hello world	16	 hello world
pi	21	Hello	19	 Hello!
pipy	22	pipy v	1	 pipy v0.1.0
pipy	22	hello world	16	 hello world
pipy	22	Hello	19	 Hello!
pi	22	pi v	1	 pi v0.75.5
pi	22	hello world	16	 hello world
pi	22	Hello	19	 Hello!
pipy	23	pipy v	1	 pipy v0.1.0
pipy	23	hello world	16	 hello world
pipy	23	Hello	19	 Hello!
pi	23	pi v	1	 pi v0.75.5
pi	23	hello world	16	 hello world
pi	23	Hello	19	 Hello!
pipy	24	pipy v	1	 pipy v0.1.0
pipy	24	hello world	16	 hello world
pipy	24	Hello	19	 Hello!
pi	24	pi v	1	 pi v0.75.5
pi	24	hello world	16	 hello world
pi	24	Hello	19	 Hello!
pipy	25	pipy v	1	 pipy v0.1.0
pipy	25	hello world	16	 hello world
pipy	25	Hello	19	 Hello!
pi	25	pi v	1	 pi v0.75.5
pi	25	hello world	16	 hello world
pi	25	Hello	19	 Hello!
pipy	26	pipy v	1	 pipy v0.1.0
pipy	26	hello world	16	 hello world
pipy	26	Hello	19	 Hello!
pi	26	pi v	1	 pi v0.75.5
pi	26	hello world	16	 hello world
pi	26	Hello	19	 Hello!
pipy	27	pipy v	1	 pipy v0.1.0
pipy	27	hello world	16	 hello world
pipy	27	Hello	19	 Hello!
pi	27	pi v	1	 pi v0.75.5
pi	27	hello world	16	 hello world
pi	27	Hello	19	 Hello!
pipy	28	pipy v	1	 pipy v0.1.0
pipy	28	hello world	16	 hello world
pipy	28	Hello	19	 Hello!
pi	28	pi v	1	 pi v0.75.5
pi	28	hello world	16	 hello world
pi	28	Hello	19	 Hello!
pipy	29	pipy v	1	 pipy v0.1.0
pipy	29	hello world	16	 hello world
pipy	29	Hello	19	 Hello!
pi	29	pi v	1	 pi v0.75.5
pi	29	hello world	16	 hello world
pi	29	Hello	19	 Hello!
pipy	30	pipy v	1	 pipy v0.1.0
pipy	30	hello world	16	 hello world
pipy	30	Hello	19	 Hello!
pi	30	pi v	1	 pi v0.75.5
pi	30	hello world	16	 hello world
pi	30	Hello	19	 Hello!
pipy	31	pipy v	1	 pipy v0.1.0
pipy	31	hello world	16	 hello world
pipy	31	Hello	19	 Hello!
pi	31	pi v	1	 pi v0.75.5
pi	31	hello world	16	 hello world
pi	31	Hello	19	 Hello!
pipy	32	pipy v	1	 pipy v0.1.0
pipy	32	hello world	16	 hello world
pipy	32	Hello	19	 Hello!
pi	32	pi v	1	 pi v0.75.5
pi	32	hello world	16	 hello world
pi	32	Hello	19	 Hello!
pipy	33	pipy v	1	 pipy v0.1.0
pipy	33	hello world	16	 hello world
pipy	33	Hello	19	 Hello!
pi	33	pi v	1	 pi v0.75.5
pi	33	hello world	16	 hello world
pi	33	Hello	19	 Hello!
pipy	34	pipy v	1	 pipy v0.1.0
pipy	34	hello world	16	 hello world
pipy	34	Hello	19	 Hello!
pi	34	pi v	1	 pi v0.75.5
pi	34	hello world	16	 hello world
pi	34	Hello	19	 Hello!
pipy	35	pipy v	1	 pipy v0.1.0
pipy	35	hello world	16	 hello world
pipy	35	Hello	19	 Hello!
pi	35	pi v	1	 pi v0.75.5
pi	35	hello world	16	 hello world
pi	35	Hello	19	 Hello!
pipy	36	pipy v	1	 pipy v0.1.0
pipy	36	hello world	16	 hello world
pipy	36	Hello	19	 Hello!
pi	36	pi v	1	 pi v0.75.5
pi	36	hello world	16	 hello world
pi	36	Hello	19	 Hello!
pipy	37	pipy v	1	 pipy v0.1.0
pipy	37	hello world	16	 hello world
pipy	37	Hello	19	 Hello!
pi	37	pi v	1	 pi v0.75.5
pi	37	hello world	16	 hello world
pi	37	Hello	19	 Hello!
pipy	38	pipy v	1	 pipy v0.1.0
pipy	38	hello world	16	 hello world
pipy	38	Hello	19	 Hello!
pi	38	pi v	1	 pi v0.75.5
pi	38	hello world	16	 hello world
pi	38	Hello	19	 Hello!
pipy	39	pipy v	1	 pipy v0.1.0
pipy	39	hello world	16	 hello world
pipy	39	Hello	19	 Hello!
pi	39	pi v	1	 pi v0.75.5
pi	39	hello world	16	 hello world
pi	39	Hello	19	 Hello!
pipy	40	pipy v	1	 pipy v0.1.0
pipy	40	hello world	16	 hello world
pipy	40	Hello	19	 Hello!
pi	40	pi v	1	 pi v0.75.5
pi	40	hello world	16	 hello world
pi	40	Hello	19	 Hello!
pipy	41	pipy v	1	 pipy v0.1.0
pipy	41	hello world	16	 hello world
pipy	41	Hello	19	 Hello!
pi	41	pi v	1	 pi v0.75.5
pi	41	hello world	16	 hello world
pi	41	Hello	19	 Hello!
pipy	42	pipy v	1	 pipy v0.1.0
pipy	42	hello world	16	 hello world
pipy	42	Hello	19	 Hello!
pi	42	pi v	1	 pi v0.75.5
pi	42	hello world	16	 hello world
pi	42	Hello	19	 Hello!
pipy	43	pipy v	1	 pipy v0.1.0
pipy	43	hello world	16	 hello world
pipy	43	Hello	19	 Hello!
pi	43	pi v	1	 pi v0.75.5
pi	43	hello world	16	 hello world
pi	43	Hello	19	 Hello!
pipy	44	pipy v	1	 pipy v0.1.0
pipy	44	hello world	16	 hello world
pipy	44	Hello	19	 Hello!
pi	44	pi v	1	 pi v0.75.5
pi	44	hello world	16	 hello world
pi	44	Hello	19	 Hello!
pipy	45	pipy v	1	 pipy v0.1.0
pipy	45	hello world	16	 hello world
pipy	45	Hello	19	 Hello!
pi	45	pi v	1	 pi v0.75.5
pi	45	hello world	16	 hello world
pi	45	Hello	19	 Hello!
pipy	46	pipy v	1	 pipy v0.1.0
pipy	46	hello world	16	 hello world
pipy	46	Hello	19	 Hello!
pi	46	pi v	1	 pi v0.75.5
pi	46	hello world	16	 hello world
pi	46	Hello	19	 Hello!
pipy	47	pipy v	1	 pipy v0.1.0
pipy	47	hello world	16	 hello world
pipy	47	Hello	19	 Hello!
pi	47	pi v	1	 pi v0.75.5
pi	47	hello world	16	 hello world
pi	47	Hello	19	 Hello!
pipy	48	pipy v	1	 pipy v0.1.0
pipy	48	hello world	16	 hello world
pipy	48	Hello	19	 Hello!
pi	48	pi v	1	 pi v0.75.5
pi	48	hello world	16	 hello world
pi	48	Hello	19	 Hello!
pipy	49	pipy v	1	 pipy v0.1.0
pipy	49	hello world	16	 hello world
pipy	49	Hello	19	 Hello!
pi	49	pi v	1	 pi v0.75.5
pi	49	hello world	16	 hello world
pi	49	Hello	19	 Hello!
pipy	50	pipy v	1	 pipy v0.1.0
pipy	50	hello world	16	 hello world
pipy	50	Hello	19	 Hello!
pi	50	pi v	1	 pi v0.75.5
pi	50	hello world	16	 hello world
pi	50	Hello	19	 Hello!
pipy	51	pipy v	1	 pipy v0.1.0
pipy	51	hello world	16	 hello world
pipy	51	Hello	19	 Hello!
pi	51	pi v	1	 pi v0.75.5
pi	51	hello world	16	 hello world
pi	51	Hello	19	 Hello!
pipy	52	pipy v	1	 pipy v0.1.0
pipy	52	hello world	16	 hello world
pipy	52	Hello	19	 Hello!
pi	52	pi v	1	 pi v0.75.5
pi	52	hello world	16	 hello world
pi	52	Hello	19	 Hello!
pipy	53	pipy v	1	 pipy v0.1.0
pipy	53	hello world	16	 hello world
pipy	53	Hello	19	 Hello!
pi	53	pi v	1	 pi v0.75.5
pi	53	hello world	16	 hello world
pi	53	Hello	19	 Hello!
pipy	54	pipy v	1	 pipy v0.1.0
pipy	54	hello world	16	 hello world
pipy	54	Hello	19	 Hello!
pi	54	pi v	1	 pi v0.75.5
pi	54	hello world	16	 hello world
pi	54	Hello	19	 Hello!
pipy	55	pipy v	1	 pipy v0.1.0
pipy	55	hello world	16	 hello world
pipy	55	Hello	19	 Hello!
pi	55	pi v	1	 pi v0.75.5
pi	55	hello world	16	 hello world
pi	55	Hello	19	 Hello!
pipy	56	pipy v	1	 pipy v0.1.0
pipy	56	hello world	16	 hello world
pipy	56	Hello	19	 Hello!
pi	56	pi v	1	 pi v0.75.5
pi	56	hello world	16	 hello world
pi	56	Hello	19	 Hello!
pipy	57	pipy v	1	 pipy v0.1.0
pipy	57	hello world	16	 hello world
pipy	57	Hello	19	 Hello!
pi	57	pi v	1	 pi v0.75.5
pi	57	hello world	16	 hello world
pi	57	Hello	19	 Hello!
pipy	58	pipy v	1	 pipy v0.1.0
pipy	58	hello world	16	 hello world
pipy	58	Hello	19	 Hello!
pi	58	pi v	1	 pi v0.75.5
pi	58	hello world	16	 hello world
pi	58	Hello	19	 Hello!
pipy	59	pipy v	1	 pipy v0.1.0
pipy	59	hello world	16	 hello world
pipy	59	Hello	19	 Hello!
pi	59	pi v	1	 pi v0.75.5
pi	59	hello world	16	 hello world
pi	59	Hello	19	 Hello!
pipy	60	pipy v	1	 pipy v0.1.0
pipy	60	hello world	16	 hello world
pipy	60	Hello	19	 Hello!
pi	60	pi v	1	 pi v0.75.5
pi	60	hello world	16	 hello world
pi	60	Hello	19	 Hello!
pipy	61	pipy v	1	 pipy v0.1.0
pipy	61	hello world	16	 hello world
pipy	61	Hello	19	 Hello!
pi	61	pi v	1	 pi v0.75.5
pi	61	hello world	16	 hello world
pi	61	Hello	19	 Hello!
pipy	62	pipy v	1	 pipy v0.1.0
pipy	62	hello world	16	 hello world
pipy	62	Hello	19	 Hello!
pi	62	pi v	1	 pi v0.75.5
pi	62	hello world	16	 hello world
pi	62	Hello	19	 Hello!
pipy	63	pipy v	1	 pipy v0.1.0
pipy	63	hello world	16	 hello world
pipy	63	Hello	19	 Hello!
pi	63	pi v	1	 pi v0.75.5
pi	63	hello world	16	 hello world
pi	63	Hello	19	 Hello!
pipy	64	pipy v	1	 pipy v0.1.0
pipy	64	hello world	16	 hello world
pipy	64	Hello	19	 Hello!
pi	64	pi v	1	 pi v0.75.5
pi	64	hello world	16	 hello world
pi	64	Hello	19	 Hello!
pipy	65	pipy v	1	 pipy v0.1.0
pipy	65	hello world	16	 hello world
pipy	65	Hello	19	 Hello!
pi	65	pi v	1	 pi v0.75.5
pi	65	hello world	16	 hello world
pi	65	Hello	19	 Hello!
pipy	66	pipy v	1	 pipy v0.1.0
pipy	66	hello world	16	 hello world
pipy	66	Hello	19	 Hello!
pi	66	pi v	1	 pi v0.75.5
pi	66	hello world	16	 hello world
pi	66	Hello	19	 Hello!
pipy	67	pipy v	1	 pipy v0.1.0
pipy	67	hello world	16	 hello world
pipy	67	Hello	19	 Hello!
pi	67	pi v	1	 pi v0.75.5
pi	67	hello world	16	 hello world
pi	67	Hello	19	 Hello!
pipy	68	pipy v	1	 pipy v0.1.0
pipy	68	hello world	16	 hello world
pipy	68	Hello	19	 Hello!
pi	68	pi v	1	 pi v0.75.5
pi	68	hello world	16	 hello world
pi	68	Hello	19	 Hello!
pipy	69	pipy v	1	 pipy v0.1.0
pipy	69	hello world	16	 hello world
pipy	69	Hello	19	 Hello!
pi	69	pi v	1	 pi v0.75.5
pi	69	hello world	16	 hello world
pi	69	Hello	19	 Hello!
pipy	70	pipy v	1	 pipy v0.1.0
pipy	70	hello world	16	 hello world
pipy	70	Hello	19	 Hello!
pi	70	pi v	1	 pi v0.75.5
pi	70	hello world	16	 hello world
pi	70	Hello	19	 Hello!
pipy	71	pipy v	1	 pipy v0.1.0
pipy	71	hello world	16	 hello world
pipy	71	Hello	19	 Hello!
pi	71	pi v	1	 pi v0.75.5
pi	71	hello world	16	 hello world
pi	71	Hello	19	 Hello!
pipy	72	pipy v	1	 pipy v0.1.0
pipy	72	hello world	16	 hello world
pipy	72	Hello	19	 Hello!
pi	72	pi v	1	 pi v0.75.5
pi	72	hello world	16	 hello world
pi	72	Hello	19	 Hello!
pipy	73	pipy v	1	 pipy v0.1.0
pipy	73	hello world	16	 hello world
pipy	73	Hello	19	 Hello!
pi	73	pi v	1	 pi v0.75.5
pi	73	hello world	16	 hello world
pi	73	Hello	19	 Hello!
pipy	74	pipy v	1	 pipy v0.1.0
pipy	74	hello world	16	 hello world
pipy	74	Hello	19	 Hello!
pi	74	pi v	1	 pi v0.75.5
pi	74	hello world	16	 hello world
pi	74	Hello	19	 Hello!
pipy	75	pipy v	1	 pipy v0.1.0
pipy	75	hello world	16	 hello world
pipy	75	Hello	19	 Hello!
pi	75	pi v	1	 pi v0.75.5
pi	75	hello world	16	 hello world
pi	75	Hello	19	 Hello!
pipy	76	pipy v	1	 pipy v0.1.0
pipy	76	hello world	16	 hello world
pipy	76	Hello	19	 Hello!
pi	76	pi v	1	 pi v0.75.5
pi	76	hello world	16	 hello world
pi	76	Hello	19	 Hello!
pipy	77	pipy v	1	 pipy v0.1.0
pipy	77	hello world	16	 hello world
pipy	77	Hello	19	 Hello!
pi	77	pi v	1	 pi v0.75.5
pi	77	hello world	16	 hello world
pi	77	Hello	19	 Hello!
pipy	78	pipy v	1	 pipy v0.1.0
pipy	78	hello world	16	 hello world
pipy	78	Hello	19	 Hello!
pi	78	pi v	1	 pi v0.75.5
pi	78	hello world	16	 hello world
pi	78	Hello	19	 Hello!
pipy	79	pipy v	1	 pipy v0.1.0
pipy	79	hello world	16	 hello world
pipy	79	Hello	19	 Hello!
pi	79	pi v	1	 pi v0.75.5
pi	79	hello world	16	 hello world
pi	79	Hello	19	 Hello!
